rid,cid,ab,clade,sequence
>AY661158,>AY661066,40,,
>AY661158,>AY661183,1600,,
>AY661158,>AF008828,960,,
>AY661158,>AY661180,1280,,
>AY661158,>AY661098,10,,
>AY661158,>AY661192,280,,
>AY661158,>AY661020,120,,
>AY661158,>AY661159,1120,,
>AY661059,>AY661053,1280,3C.3a,
>AY661059,>AF008665,5120,3C.3a,
>AY661059,>AY661049,160,3C.3a,
>AY661059,>AY661054,2560,3C.3a,
>AY661059,>AY661067,10240,3C.3a,
>AY661059,>AF008888,453,3C.3a,
>AY661059,>AY661050,1280,3C.3a,
>AY661190,>AF180643,320,3C.2,
>AY661190,>AY661197,1076,3C.2,
>AY661190,>AY661183,427,3C.2,
>AY661190,>AY661182,370,3C.2,
>AY661190,>AY661180,207,3C.2,
>AY661190,>AY661098,52,3C.2,
>AY661190,>AY661192,177,3C.2,
>AY661190,>AF008725,640,3C.2,
>AY661190,>AY661181,89,3C.2,
>AY661190,>AY661209,1810,3C.2,
>AY661190,>AY661198,1016,3C.2,
>AY661152,>AY661066,40,3C.3a,
>AY661152,>AY661183,1120,3C.3a,
>AY661152,>AF008828,160,3C.3a,
>AY661152,>AY661180,320,3C.3a,
>AY661152,>AY661098,10,3C.3a,
>AY661152,>AY661192,120,3C.3a,
>AY661152,>AY661020,25,3C.3a,
>AY661152,>AY661054,10,3C.3a,
>AY661152,>AY661067,10,3C.3a,
>AY661152,>AY661159,1600,3C.3a,
>AY661152,>AY661073,40,3C.3a,
>AY661153,>AY661066,20,3C.3a,
>AY661153,>AY661183,400,3C.3a,
>AY661153,>AF008828,70,3C.3a,
>AY661153,>AY661180,140,3C.3a,
>AY661153,>AY661098,10,3C.3a,
>AY661153,>AY661192,50,3C.3a,
>AY661153,>AY661020,13,3C.3a,
>AY661153,>AY661054,10,3C.3a,
>AY661153,>AY661067,40,3C.3a,
>AY661153,>AY661159,560,3C.3a,
>AY661153,>AY661073,40,3C.3a,
>AY661154,>AY661066,10,,
>AY661154,>AY661183,800,,
>AY661154,>AF008828,70,,
>AY661154,>AY661180,200,,
>AY661154,>AY661098,10,,
>AY661154,>AY661192,90,,
>AY661154,>AY661020,45,,
>AY661154,>AY661054,10,,
>AY661154,>AY661067,40,,
>AY661154,>AY661159,1120,,
>AY661154,>AY661073,40,,
